timestamp,source_domain,scenario_variant,shock_active,control_cadence_min,decision_refreshed,decision_reason,decision_ms,influent_flow_m3h,influent_nh3n_mgL,influent_tp_mgL,reactor_do_mgL,target_aeration_intensity_pct,actual_aeration_intensity_pct,target_chemical_dose_pac_mgL,actual_chemical_dose_pac_mgL,chemical_dose_kgph,objective,reward,effluent_risk,constraint_violation,is_feasible,pred_effluent_cod_mgL,effluent_cod_mgL_limit,pred_effluent_nh3n_mgL,effluent_nh3n_mgL_limit,pred_effluent_tp_mgL,effluent_tp_mgL_limit,pred_effluent_tn_mgL,effluent_tn_mgL_limit,predicted_compliant
2021-08-01 01:34:00,agtrup_bluekolding_2min,native_2min,False,2,True,safe_grid_refresh,2.7525000041350722,1407.596,0.54,0.12,0.051,10.0,10.000000837220302,2.0,2.0000000218975384,2.8151920308228875,0.10864551041862124,-0.10864551041862124,0.0669788410024311,0.0,True,6.130181484849957,50.0,0.23191796400155965,5.0,0.010000000001094878,0.5,1.0341955090598722,15.0,True
2021-08-01 01:36:00,agtrup_bluekolding_2min,native_2min,False,2,True,safe_grid_refresh,1.680999994277954,937.97,0.49,0.16,0.05,10.0,10.000000558146867,2.0,2.000000014598359,1.8759400136928228,0.10444056728276893,-0.10444056728276893,0.06277389878308662,0.0,True,5.393046870573975,50.0,0.23160809942221397,5.0,0.011344924967981779,0.5,1.0000000006139615,15.0,True
2021-08-01 01:38:00,agtrup_bluekolding_2min,native_2min,False,2,True,safe_grid_refresh,1.9629999878816307,1020.512,0.49,0.16,0.05,10.0,10.000000372097912,2.0,2.0000000097322395,2.041024009931867,0.10540034498492791,-0.10540034498492791,0.06373367709625082,0.0,True,5.536501523931401,50.0,0.23160809924985218,5.0,0.011551279978664562,0.5,1.0000000004093077,15.0,True
2021-08-01 01:40:00,agtrup_bluekolding_2min,native_2min,False,2,True,safe_grid_refresh,2.596299978904426,1078.279,0.49,0.16,0.05,10.0,10.000000248065275,2.0,2.00000000648816,2.1565580069960464,0.10607204521287286,-0.10607204521287286,0.06440537773153256,0.0,True,5.636898230587717,50.0,0.23160809913494435,5.0,0.011695697485781057,0.5,1.0000000002728717,15.0,True
2021-08-01 01:42:00,agtrup_bluekolding_2min,native_2min,False,2,True,safe_grid_refresh,2.742099983152002,1093.99,0.24,0.12,0.05,10.0,10.00000016537685,2.0,2.00000000432544,2.187980004731988,0.1048882080400492,-0.1048882080400492,0.06322154083026679,0.0,True,5.589708215050782,50.0,0.23005877745848766,5.0,0.010000000000216272,0.5,1.0000000001819145,15.0,True
2021-08-01 01:44:00,agtrup_bluekolding_2min,native_2min,False,2,True,safe_grid_refresh,2.7781000244431198,1163.914,0.24,0.12,0.339,10.0,10.000000110251234,2.0,2.0000000028836267,2.3278280033562933,0.10540333678559072,-0.10540333678559072,0.06373666975684689,0.0,True,5.675563036747974,50.0,0.23005877740775915,5.0,0.010000000000144183,0.5,1.0000000001212763,15.0,True
2021-08-01 01:46:00,agtrup_bluekolding_2min,native_2min,False,2,True,safe_grid_refresh,2.840599976480007,1236.008,0.17,0.09,0.791,10.0,10.000000073500823,2.0,2.000000001922418,2.4720160023761237,0.09866297288731726,-0.09866297288731726,0.05699630597926582,0.0,True,5.745598499320728,50.0,0.10219133897009114,5.0,0.010000000000096121,0.5,1.0000000000808509,15.0,True
2021-08-01 01:48:00,agtrup_bluekolding_2min,native_2min,False,2,True,safe_grid_refresh,3.256099997088313,1178.058,0.17,0.09,0.366,10.0,10.00000004900055,2.0,2.0000000012816117,2.356116001509813,0.10494632873136817,-0.10494632873136817,0.06327966190377832,0.0,True,5.696704429289461,50.0,0.21963277370292816,5.0,0.010000000000064081,0.5,1.0000000000539007,15.0,True
2021-08-01 01:50:00,agtrup_bluekolding_2min,native_2min,False,2,True,safe_grid_refresh,2.660099999047816,1242.592,0.17,0.09,0.485,10.0,10.000000032667034,2.0,2.0000000008544077,2.4851840010616804,0.10252478623792467,-0.10252478623792467,0.06085811946397589,0.0,True,5.7936679822940516,50.0,0.16600199231714066,5.0,0.010000000000042721,0.5,1.0000000000359337,15.0,True
2021-08-01 01:52:00,agtrup_bluekolding_2min,native_2min,False,2,True,safe_grid_refresh,2.9907000134699047,1420.912,0.24,0.08,1.094,10.0,10.000000021778023,2.0,2.0000000005696053,2.841824000809359,0.09881287565504025,-0.09881287565504025,0.05714620891685217,0.0,True,6.027975566943227,50.0,0.07461349133735128,5.0,0.01000000000002848,0.5,1.0000000000239557,15.0,True
2021-08-01 01:54:00,agtrup_bluekolding_2min,native_2min,False,2,True,safe_grid_refresh,3.005300008226186,1370.654,0.24,0.08,1.159,10.0,10.000000014518681,2.0,2.0000000003797367,2.7413080005204873,0.09801660514008408,-0.09801660514008408,0.056349938425736476,0.0,True,5.933540948035934,50.0,0.07051237030928771,5.0,0.010000000000018987,0.5,1.0000000000159706,15.0,True
2021-08-01 01:56:00,agtrup_bluekolding_2min,native_2min,False,2,True,safe_grid_refresh,2.758400049060583,1160.906,0.54,0.11,0.399,10.0,10.000000009679122,2.0,2.000000000253158,2.3218120002938925,0.10386120993234702,-0.10386120993234702,0.062194543233893056,0.0,True,5.663177852880765,50.0,0.20384778779418972,5.0,0.010000000000012658,0.5,1.000000000010647,15.0,True
2021-08-01 01:58:00,agtrup_bluekolding_2min,native_2min,False,2,True,safe_grid_refresh,2.5866000214591622,1104.389,0.54,0.11,0.05,10.0,10.000000006452748,2.0,2.000000000168772,2.2087780001863897,0.10509987653855038,-0.10509987653855038,0.06343320985069217,0.0,True,5.607633984945612,50.0,0.23191796323087996,5.0,0.010000000000008438,0.5,1.000000000007098,15.0,True
2021-08-01 02:00:00,agtrup_bluekolding_2min,native_2min,False,2,True,safe_grid_refresh,1.5374000067822635,1234.282,0.54,0.11,0.05,10.0,10.000000004301832,2.0,2.000000000112515,2.4685640001388753,0.10644333196674392,-0.10644333196674392,0.06477666528594957,0.0,True,5.8315432241787555,50.0,0.23191796322888464,5.0,0.010000000000005628,0.5,1.000000000004732,15.0,True
2021-08-01 02:02:00,agtrup_bluekolding_2min,native_2min,False,2,True,safe_grid_refresh,2.204099961090833,1301.73,0.41,0.15,0.05,10.0,10.000000002867887,2.0,2.0000000000750098,2.6034600000976424,0.10809584318510469,-0.10809584318510469,0.06642917650901957,0.0,True,5.994135135545992,50.0,0.23111231599615534,5.0,0.011504324999835542,0.5,1.0000000000031546,15.0,True
2021-08-01 02:04:00,agtrup_bluekolding_2min,native_2min,False,2,True,safe_grid_refresh,1.7802999936975539,1576.752,0.41,0.15,0.05,10.0,10.000000001911925,2.0,2.0000000000500067,3.153504000078848,0.11281036644877175,-0.11281036644877175,0.07114369977582612,0.0,True,6.470547407555209,50.0,0.2311123159952716,5.0,0.012191879999890532,0.5,1.1271686029010173,15.0,True
2021-08-01 02:06:00,agtrup_bluekolding_2min,native_2min,False,2,True,safe_grid_refresh,2.7490999782457948,1546.346,0.21,0.1,0.05,10.0,10.000000001274616,2.0,2.0000000000333378,3.0926920000515516,0.11061150668785646,-0.11061150668785646,0.06894484001700382,0.0,True,6.369478392614996,50.0,0.2298728587156149,5.0,0.010000000000001667,0.5,1.0879241311032177,15.0,True
2021-08-01 02:08:00,agtrup_bluekolding_2min,native_2min,False,2,True,safe_grid_refresh,2.7751000015996397,1553.123,0.21,0.1,0.401,10.0,10.000000000849743,2.0,2.0000000000222253,3.1062460000345187,0.10864018645368588,-0.10864018645368588,0.06697351978422857,0.0,True,6.3390405688209475,50.0,0.20080267702648985,5.0,0.01000000000000111,0.5,1.0745272048182435,15.0,True
2021-08-01 02:10:00,agtrup_bluekolding_2min,native_2min,False,2,True,safe_grid_refresh,2.7154000126756728,1537.329,0.21,0.1,0.663,10.0,10.000000000566496,2.0,2.000000000014817,3.0746580000227786,0.1035999407361673,-0.1035999407361673,0.061933274067640195,0.0,True,6.280374909817114,50.0,0.12196508021870545,5.0,0.010000000000000743,0.5,1.051748343040804,15.0,True
