timestamp,actual_bod_proxy_mgL,actual_nh3_mgL,actual_tn_mgL,baseline_kla_d1,baseline_nrr_m3h,steady_kla_d1,steady_nrr_m3h,dynamic_kla_d1,dynamic_nrr_m3h,baseline_energy,steady_energy,dynamic_energy,baseline_pred_bod_proxy_mgL,baseline_pred_nh3_mgL,baseline_pred_tn_mgL,steady_pred_bod_proxy_mgL,steady_pred_nh3_mgL,steady_pred_tn_mgL,dynamic_pred_bod_proxy_mgL,dynamic_pred_nh3_mgL,dynamic_pred_tn_mgL,gamma_used,baseline_is_compliant,steady_is_compliant,dynamic_is_compliant
2025-07-07 10:00:00,2.424996,0.28,3.57036,84.09160493089763,6942.796194706604,90.0,5040.0,73.82765675945467,8095.8746507137785,0.8853196748880231,0.8673972180858338,0.8568386922002512,2.424996,0.28,3.57036,2.424996,0.28,4.465226780519948,2.636805484731636,0.0,2.6242007077699725,0.8999999999999999,True,True,True
2025-07-07 10:30:00,2.4635835,0.24,3.42591,83.76985695418571,6574.170420813634,90.0,5040.0,81.3894632739828,9138.732984096803,0.8521152786131276,0.8451287126434942,0.9095800982010213,2.4635835,0.24,3.42591,2.4635835,0.24,4.326171177681006,2.675392984731636,0.0,2.4744887882905644,0.8999999999999999,True,True,True
2025-07-07 11:00:00,2.4635835,0.24,3.42591,83.4481089774738,6205.544646920665,90.0,5040.0,99.55433908505235,9337.027097159193,0.8190315074744245,0.8228602072011545,0.9945334799578324,2.4635835,0.24,3.42591,2.4635835,0.24,4.3302641911806665,2.675392984731636,0.0,2.469194223995354,0.8999999999999999,True,True,True
2025-07-07 11:30:00,2.4635835,0.24,3.42591,83.20783871410018,6494.994844694087,90.0,5040.0,87.08127799446139,9249.919410576827,0.8211265341693158,0.8179960991505265,0.9186260225307062,2.4635835,0.24,3.42591,2.4635835,0.24,4.334512620472948,2.675392984731636,0.0,2.4646874850811864,0.8999999999999999,True,True,True
2025-07-07 12:00:00,2.4856160000000003,0.195,3.34711,82.96756845072656,6784.445042467508,90.0,5040.0,74.06671143964567,9340.255420994607,0.8232404152362944,0.8131319910998984,0.8456699811853821,2.4856160000000003,0.195,3.34711,2.4856160000000003,0.195,4.2607102555110306,2.697425484731636,0.0,2.381852070528267,0.8999999999999999,True,True,True
2025-07-07 12:30:00,2.5076485,0.15,3.26831,82.2121217117859,6610.392122247274,90.0,5040.0,77.13022250419935,9351.209335011277,0.8312118698379003,0.8311197351806681,0.8788020136964039,2.5076485,0.15,3.26831,2.5076485,0.15,4.186433707037108,2.719457984731636,0.0,2.298795483556837,0.8999999999999999,True,True,True
2025-07-07 13:00:00,2.5076485,0.15,3.26831,81.45667497284525,6436.339202027039,90.0,5040.0,77.12033988741973,9335.934472369065,0.8389716268652326,0.8491074792614379,0.8945069906391132,2.5076485,0.15,3.26831,2.5076485,0.15,4.190477128477748,2.719457984731636,0.0,2.2943668828930948,0.8999999999999999,True,True,True
2025-07-07 13:30:00,2.5076485,0.15,3.26831,80.53331197331707,6691.102080341712,90.0,5040.0,75.96082181159395,9276.991809273317,0.8313891737066814,0.8389491490400468,0.8772706905356364,2.5076485,0.15,3.26831,2.5076485,0.15,4.195177261903038,2.719457984731636,0.0,2.2905437268923485,0.8999999999999999,True,True,True
2025-07-07 14:00:00,2.505951,0.12,3.22326,79.6099489737889,6945.864958656386,90.0,5040.0,87.03593032495533,9216.82965274284,0.823961831507369,0.8287908188186557,0.9280397023592041,2.505951,0.12,3.22326,2.505951,0.12,4.155460504781485,2.717760484731636,0.0,2.2433551371152682,0.8999999999999999,True,True,True
2025-07-07 14:30:00,2.5042535,0.09,3.17821,80.88655177540043,6927.256380786574,90.0,5040.0,77.83979685280566,9139.144424959984,0.8108773094313269,0.8075684592881662,0.855771042143884,2.5042535,0.09,3.17821,2.5042535,0.09,4.113879393869582,2.7160629847316358,0.0,2.1962690674414542,0.8999999999999999,True,True,True
